PC_TIME,TIME,TIME_TICK,BPOGX,BPOGY,BPOGV
1784418642.5407,496.63916,5372638453,0.61050,0.08819,1
1784418642.5474,496.64581,5372705070,0.61090,0.08456,1
1784418642.5538,496.65219,5372768933,0.60697,0.07769,1
1784418642.5607,496.65915,5372838489,0.60885,0.06398,1
1784418642.5674,496.66580,5372904863,0.60897,0.05457,1
1784418642.5741,496.67249,5372971831,0.60997,0.06324,1
1784418642.5809,496.67929,5373039815,0.60999,0.06092,1
1784418642.5872,496.68567,5373103685,0.60958,0.06598,1
1784418642.5943,496.69275,5373174470,0.61434,0.07477,1
1784418642.6007,496.69910,5373237911,0.61312,0.08230,1
1784418642.6077,496.70615,5373308452,0.61296,0.09165,1
1784418642.6145,496.71292,5373376209,0.61382,0.11115,1
1784418642.6211,496.71957,5373442706,0.60571,0.11519,1
1784418642.6279,496.72632,5373509988,0.60571,0.11519,1
1784418642.6341,496.73257,5373572709,0.60966,0.11325,1
1784418642.6409,496.73929,5373639825,0.60983,0.09535,1
1784418642.6478,496.74622,5373709080,0.60983,0.09535,1
1784418642.6543,496.75269,5373773702,0.61329,0.09568,1
1784418642.6613,496.75974,5373844113,0.61459,0.09869,1
1784418642.6679,496.76630,5373909899,0.61459,0.09869,1
1784418642.6746,496.77298,5373976645,0.61496,0.10284,1
1784418642.6814,496.77979,5374044622,0.60474,0.10400,1
1784418642.6877,496.78616,5374108535,0.60474,0.10400,1
1784418642.6947,496.79312,5374178026,0.60571,0.10621,1
1784418642.7011,496.79956,5374242541,0.60680,0.10902,1
1784418642.7081,496.80652,5374311991,0.60680,0.10902,1
1784418642.7147,496.81317,5374378509,0.60797,0.11209,1
1784418642.7215,496.81992,5374445938,0.60676,0.11588,1
1784418642.7283,496.82672,5374514045,0.60676,0.11588,1
1784418642.7349,496.83337,5374580798,0.61675,0.12108,1
1784418642.7418,496.84018,5374648626,0.61798,0.09916,1
1784418642.7483,496.84671,5374713987,0.61798,0.09916,1
1784418642.7547,496.85315,5374778287,0.61475,0.10132,1
1784418642.7617,496.86011,5374847862,0.60621,0.09824,1
1784418642.7683,496.86676,5374914384,0.60667,0.08390,1
1784418642.7750,496.87344,5374981365,0.54022,0.12117,1
1784418642.7818,496.88025,5375049286,0.49380,0.11162,1
1784418642.7882,496.88663,5375113096,0.49371,0.11060,1
1784418642.7952,496.89362,5375183027,0.41442,0.13853,1
1784418642.8016,496.90002,5375247287,0.36823,0.15314,1
1784418642.8085,496.90695,5375316450,0.36994,0.16145,1
1784418642.8155,496.91394,5375386280,0.30853,0.21465,1
1784418642.8221,496.92050,5375451797,0.28303,0.22137,1
1784418642.8284,496.92682,5375515154,0.28468,0.22845,1
1784418642.8353,496.93375,5375584446,0.30609,0.24943,1
1784418642.8418,496.94022,5375649154,0.30523,0.27004,1
1784418642.8487,496.94714,5375718286,0.31169,0.29093,1
1784418642.8552,496.95364,5375783370,0.31472,0.29421,1
1784418642.8621,496.96054,5375852176,0.31790,0.29867,1
1784418642.8689,496.96729,5375919840,0.31790,0.29867,1
1784418642.8753,496.97369,5375983958,0.31704,0.29627,1
1784418642.8822,496.98062,5376053178,0.32029,0.30114,1
1784418642.8890,496.98743,5376121077,0.32029,0.30114,1
1784418642.8956,496.99402,5376187022,0.32055,0.29589,1
1784418642.9024,497.00079,5376254953,0.31516,0.29116,1
1784418642.9088,497.00720,5376318973,0.31309,0.28441,1
1784418642.9157,497.01416,5376388600,0.31256,0.27511,1
1784418642.9222,497.02063,5376453297,0.31023,0.25880,1
1784418642.9292,497.02759,5376522759,0.31023,0.25880,1
1784418642.9356,497.03400,5376587018,0.31072,0.26614,1
1784418642.9425,497.04095,5376656566,0.31592,0.27612,1
1784418642.9490,497.04739,5376720889,0.31797,0.28294,1
1784418642.9559,497.05432,5376790190,0.30841,0.27307,1
1784418642.9627,497.06113,5376858277,0.30830,0.29186,1
1784418642.9693,497.06769,5376923772,0.30830,0.29186,1
1784418642.9758,497.07419,5376988803,0.30947,0.30460,1
1784418642.9824,497.08087,5377055733,0.30866,0.30273,1
1784418642.9894,497.08780,5377124847,0.30653,0.29609,1
1784418642.9959,497.09430,5377189773,0.30755,0.28875,1
1784418643.0029,497.10132,5377260081,0.30536,0.28107,1
1784418643.0093,497.10770,5377323789,0.30536,0.28107,1
1784418643.0163,497.11475,5377394273,0.30846,0.27125,1
1784418643.0229,497.12128,5377459739,0.30849,0.28108,1
1784418643.0297,497.12811,5377528117,0.31060,0.28785,1
1784418643.0360,497.13446,5377591410,0.30900,0.29140,1
1784418643.0431,497.14154,5377662315,0.30978,0.29340,1
1784418643.0496,497.14807,5377727640,0.31046,0.29637,1
1784418643.0564,497.15485,5377795358,0.31029,0.30501,1
1784418643.0629,497.16129,5377859798,0.31133,0.30430,1
1784418643.0699,497.16830,5377929990,0.31106,0.30346,1
1784418643.0762,497.17465,5377993460,0.31533,0.30380,1
1784418643.0832,497.18158,5378062811,0.31349,0.29529,1
1784418643.0900,497.18839,5378130855,0.31001,0.28218,1
1784418643.0966,497.19504,5378197247,0.31032,0.26751,1
1784418643.1034,497.20181,5378265107,0.30497,0.25209,1
1784418643.1101,497.20850,5378331857,0.30318,0.24623,1
1784418643.1164,497.21484,5378395455,0.31051,0.24915,1
1784418643.1237,497.22214,5378468265,0.31161,0.25007,1
1784418643.1298,497.22824,5378529264,0.31432,0.26028,1
1784418643.1369,497.23529,5378599753,0.31298,0.27268,1
1784418643.1437,497.24210,5378667789,0.31538,0.27579,1
1784418643.1504,497.24878,5378734689,0.31741,0.28253,1
1784418643.1566,497.25504,5378797362,0.31323,0.28999,1
1784418643.1636,497.26205,5378867463,0.31311,0.28891,1
1784418643.1700,497.26843,5378931267,0.31311,0.28891,1
1784418643.1770,497.27539,5379000872,0.31456,0.28590,1
1784418643.1836,497.28204,5379067353,0.31280,0.28205,1
1784418643.1903,497.28876,5379134601,0.31280,0.28205,1
1784418643.1971,497.29553,5379202177,0.32813,0.27922,1
1784418643.2037,497.30212,5379268197,0.33276,0.29623,1
1784418643.2105,497.30893,5379336311,0.33017,0.28607,1
1784418643.2171,497.31552,5379402207,0.35427,0.26764,1
1784418643.2239,497.32233,5379470221,0.33006,0.27298,1
1784418643.2305,497.32892,5379536200,0.32751,0.26263,1
1784418643.2374,497.33582,5379605007,0.33621,0.24736,1
1784418643.2437,497.34210,5379668025,0.33892,0.25222,1
1784418643.2507,497.34909,5379737687,0.33691,0.24467,1
1784418643.2574,497.35587,5379805663,0.32988,0.20106,1
1784418643.2641,497.36249,5379871654,0.32945,0.20815,1
1784418643.2709,497.36929,5379939876,0.32945,0.20815,1
1784418643.2774,497.37585,5380005497,0.34212,0.20211,1
1784418643.2839,497.38229,5380069888,0.34375,0.21737,1
1784418643.2906,497.38901,5380136944,0.34375,0.21737,1
1784418643.2975,497.39594,5380206407,0.33503,0.19499,1
1784418643.3040,497.40240,5380270837,0.34397,0.19849,1
1784418643.3110,497.40945,5380341574,0.34465,0.20248,1
1784418643.3173,497.41577,5380404721,0.34176,0.21100,1
1784418643.3244,497.42285,5380475353,0.34892,0.22627,1
1784418643.3308,497.42920,5380538882,0.35019,0.23021,1
1784418643.3379,497.43628,5380609843,0.33741,0.25385,1
1784418643.3444,497.44278,5380674814,0.33561,0.23984,1
1784418643.3511,497.44952,5380742159,0.33184,0.22568,1
1784418643.3580,497.45639,5380810735,0.33921,0.20495,1
1784418643.3645,497.46292,5380876127,0.34347,0.22784,1
1784418643.3710,497.46939,5380940888,0.34412,0.23160,1
1784418643.3779,497.47635,5381010286,0.35040,0.23116,1
1784418643.3845,497.48297,5381076712,0.35466,0.22482,1
1784418643.3914,497.48984,5381145327,0.35868,0.24257,1
1784418643.3977,497.49615,5381208535,0.34458,0.23068,1
1784418643.4047,497.50308,5381277619,0.34928,0.23847,1
1784418643.4115,497.50989,5381345877,0.35281,0.25257,1
1784418643.4179,497.51630,5381409944,0.34892,0.26522,1
1784418643.4248,497.52322,5381479069,0.35264,0.26752,1
1784418643.4315,497.52988,5381545685,0.35125,0.26007,1
1784418643.4382,497.53662,5381613052,0.34850,0.25052,1
1784418643.4446,497.54306,5381677469,0.34440,0.24146,1
1784418643.4515,497.54996,5381746541,0.33887,0.21998,1
1784418643.4583,497.55676,5381814603,0.35699,0.18365,1
1784418643.4647,497.56314,5381878469,0.36421,0.19666,1
1784418643.4716,497.57007,5381947698,0.36421,0.19666,1
1784418643.4781,497.57657,5382012458,0.37622,0.20480,1
1784418643.4851,497.58350,5382082014,0.36004,0.20589,1
1784418643.4919,497.59033,5382150227,0.36163,0.21283,1
1784418643.4985,497.59689,5382215756,0.35272,0.23821,1
1784418643.5049,497.60336,5382280515,0.35456,0.25343,1
1784418643.5119,497.61029,5382349682,0.35291,0.24681,1
1784418643.5186,497.61703,5382417153,0.35883,0.23617,1
1784418643.5250,497.62344,5382481332,0.35551,0.20703,1
1784418643.5320,497.63046,5382551517,0.35457,0.20419,1
1784418643.5384,497.63681,5382615150,0.35743,0.23053,1
1784418643.5453,497.64374,5382684385,0.35844,0.21846,1
1784418643.5520,497.65045,5382751364,0.36026,0.22622,1
1784418643.5588,497.65720,5382818799,0.38108,0.24053,1
1784418643.5654,497.66385,5382885325,0.39021,0.26443,1
1784418643.5721,497.67056,5382952409,0.39162,0.27106,1
1784418643.5786,497.67703,5383017120,0.44450,0.24057,1
1784418643.5853,497.68372,5383084066,0.45465,0.23319,1
1784418643.5922,497.69064,5383153210,0.45564,0.24031,1
1784418643.5989,497.69736,5383220438,0.48110,0.24228,1
1784418643.6057,497.70416,5383288411,0.47561,0.25346,1
1784418643.6123,497.71072,5383354121,0.47561,0.25346,1
1784418643.6188,497.71722,5383419013,0.48722,0.24866,1
1784418643.6258,497.72418,5383488667,0.48209,0.24455,1
1784418643.6324,497.73083,5383555170,0.48129,0.23744,1
